1.000000000000000021e-02 9.564102888107299805e-01
2.999999999999999889e-02 2.236603014171123505e-02
5.000000000000000278e-02 7.668639533221721649e-03
6.999999999999999278e-02 3.719339845702052116e-03
8.999999999999999667e-02 2.229604404419660568e-03
1.100000000000000006e-01 1.419748063199222088e-03
1.300000000000000044e-01 9.598296601325273514e-04
1.500000000000000222e-01 8.898421074263751507e-04
1.700000000000000122e-01 4.799148300662636757e-04
1.900000000000000022e-01 5.499024409800767899e-04
2.100000000000000200e-01 3.599361225496977568e-04
2.300000000000000100e-01 2.399574150331318378e-04
2.500000000000000000e-01 2.599538711365312338e-04
2.700000000000000178e-01 2.399574150331318378e-04
2.900000000000000355e-01 1.739948347676545382e-04
3.099999999999999978e-01 1.765471824910491705e-04
3.300000000000000155e-01 1.643474097363650799e-04
3.500000000000000333e-01 1.449228439014405012e-04
3.699999999999999956e-01 1.496035110903903842e-04
3.900000000000000133e-01 1.309955114265903831e-04
4.100000000000000311e-01 6.827944162068888545e-05
4.299999999999999933e-01 7.541415834566578269e-05
4.500000000000000111e-01 6.682783714495599270e-05
4.700000000000000289e-01 9.160698391497135162e-05
4.899999999999999911e-01 1.054296808433718979e-04
5.100000000000000089e-01 7.365355122601613402e-05
5.300000000000000266e-01 7.217500387923792005e-05
5.500000000000000444e-01 4.192583946860395372e-05
5.700000000000000622e-01 4.591233664541505277e-05
5.899999999999999689e-01 5.444087582873180509e-05
6.099999999999999867e-01 5.332970977178774774e-05
6.300000000000000044e-01 5.232268085819669068e-05
6.500000000000000222e-01 3.396284228074364364e-05
6.700000000000000400e-01 3.278231815784238279e-05
6.900000000000000577e-01 3.682314127217978239e-05
7.100000000000000755e-01 4.223123687552288175e-05
7.299999999999999822e-01 2.980427598231472075e-05
7.500000000000000000e-01 2.681459409359376878e-05
7.700000000000000178e-01 2.436568502162117511e-05
7.900000000000000355e-01 2.530875281081534922e-05
8.100000000000000533e-01 2.407436841167509556e-05
8.300000000000000711e-01 2.292813587700948119e-05
8.499999999999999778e-01 2.186185884056612849e-05
8.699999999999999956e-01 2.086826862068846822e-05
8.900000000000000133e-01 2.459644747432321310e-05
9.100000000000000311e-01 3.026561898877844214e-05
9.300000000000000488e-01 1.826244806579779834e-05
9.500000000000000666e-01 1.750159935909323394e-05
9.699999999999999734e-01 1.678732405707705766e-05
9.899999999999999911e-01 1.611590050742961466e-05
