9.899999999999999911e-01 1.538234949111938477e-02
9.699999999999999734e-01 9.936102749779820442e-01
9.500000000000000666e-01 9.977200983557850122e-01
9.300000000000000488e-01 9.988700486719608307e-01
9.100000000000000311e-01 9.991400370490737259e-01
8.900000000000000133e-01 9.993700271006673574e-01
8.699999999999999956e-01 9.995300202281214297e-01
8.499999999999999778e-01 9.995800180768128484e-01
8.300000000000000711e-01 9.996800137741956860e-01
8.100000000000000533e-01 9.997400112042669207e-01
7.900000000000000355e-01 9.997800094715785235e-01
7.700000000000000178e-01 9.997200120415072888e-01
7.500000000000000000e-01 9.998600060207536444e-01
7.299999999999999822e-01 9.998100081720622256e-01
7.100000000000000755e-01 9.999100038767210208e-01
6.900000000000000577e-01 9.998400068870978430e-01
6.700000000000000400e-01 9.999024330900283530e-01
6.500000000000000222e-01 9.999015711073298007e-01
6.300000000000000044e-01 9.999056135711725801e-01
6.099999999999999867e-01 9.998951720772311091e-01
5.899999999999999689e-01 9.999185813503572717e-01
5.700000000000000622e-01 9.999432202057505492e-01
5.500000000000000444e-01 9.999411704993690364e-01
5.300000000000000266e-01 9.999504073057323694e-01
5.100000000000000089e-01 9.999203946863417514e-01
4.899999999999999911e-01 9.999359357098001055e-01
4.700000000000000289e-01 9.999548610066995025e-01
4.500000000000000111e-01 9.999317792753572576e-01
4.299999999999999933e-01 9.999529212655033916e-01
4.100000000000000311e-01 9.999411241151392460e-01
3.900000000000000133e-01 9.999610226695949677e-01
3.699999999999999956e-01 9.999622085088049062e-01
3.500000000000000333e-01 9.999665714349248447e-01
3.300000000000000155e-01 9.999642695547663607e-01
3.099999999999999978e-01 9.999731659718236187e-01
2.900000000000000355e-01 9.999743310963822296e-01
2.700000000000000178e-01 9.999667492520529777e-01
2.500000000000000000e-01 9.999674465761927422e-01
2.300000000000000100e-01 9.999680902801628690e-01
2.100000000000000200e-01 9.999742554446129361e-01
1.900000000000000022e-01 9.999789208177389810e-01
1.700000000000000122e-01 9.999754844357084949e-01
1.500000000000000222e-01 9.999804518083692528e-01
1.300000000000000044e-01 9.999706709841120755e-01
1.100000000000000006e-01 9.999815342926012818e-01
8.999999999999999667e-02 9.999820824050402734e-01
6.999999999999999278e-02 9.999718360049882904e-01
5.000000000000000278e-02 9.999721761705586687e-01
2.999999999999999889e-02 9.999849892983547761e-01
1.000000000000000021e-02 9.999855896649023634e-01
