,tops,$b\bar b$,$\tau^+\tau^-$,$c\bar c$ + $s\bar s$,$\mu^+\mu^-$,other,$\gamma \gamma$,$g g$,phi_mass
3.407905217249551,0.0,0.0,0.0,0.9323202863221332,0.021242508361616078,5.471890616252144e-05,0.00017991312767210203,0.04620257328241616,3.407905217249551
3.4247051115795633,0.0,0.0,0.0,0.9331854308682852,0.020886270450455456,5.379822432258338e-05,0.00017854347448294965,0.04569595698245382,3.4247051115795633
3.4415878240724957,0.0,0.0,0.0,0.9340200073344854,0.020543134241143284,5.291142091948731e-05,0.00017726458288245254,0.04520668242056935,3.4415878240724957
3.4585537629956846,0.0,0.0,0.0,0.9348254871751754,0.020212432750592563,5.205677070777729e-05,0.00017607786785859176,0.044733945435665744,3.4585537629956846
3.4756033386290968,0.0,0.0,0.0,0.9356032469034161,0.019893542134190697,5.123266004985106e-05,0.00017498626056921136,0.04427699204177417,3.4756033386290968
3.4927369632752443,0.0,0.0,0.0,0.936354574537262,0.019585878308217168,5.043757817635456e-05,0.00017399496174969569,0.043835114614594724,3.4927369632752443
3.5099550512691677,0.0,0.0,0.0,0.9370806746760008,0.01928889386336057,4.9670109200097624e-05,0.0001731129698831778,0.04340764838155554,3.5099550512691677
3.5272580189884417,0.0,0.0,0.0,0.9377826709387476,0.019002075212477997,4.892892473668624e-05,0.00017235680199356886,0.04299396812204426,3.5272580189884417
3.544646284863253,0.0,0.0,0.0,0.9384615990373609,0.01872493981361496,4.821277672219433e-05,0.00017176362839126065,0.0425934847439108,3.544646284863253
3.562120269386518,0.0,0.0,0.0016938589536466871,0.937527579576836,0.018425768339437775,4.743999351259981e-05,0.00017120525647606924,0.0421341478800909,3.562120269386518
3.5796803951240483,0.0,0.0,0.008908214836794123,0.9313823854029166,0.01803581789374491,4.643360248787301e-05,0.00016986359519507592,0.04145728466886154,3.5796803951240483
3.5973270867247717,0.0,0.0,0.01872796792245841,0.9227582306424992,0.017611117621490407,4.53378790006962e-05,0.00016808832674721272,0.04068925760780405,3.5973270867247717
3.615060770931001,0.0,0.0,0.03012838854542962,0.912615958132323,0.01717115613050223,4.420300362887418e-05,0.0001660439540504524,0.03987425023406577,3.615060770931001
3.6328818765887543,0.0,0.0,0.04255131550399023,0.9014796960641908,0.016726219839103648,4.3055458992235414e-05,0.0001638216362547983,0.0390358914974684,3.6328818765887543
3.6507908346581233,0.0,0.0,0.055628259597318826,0.8896962245359452,0.016282780089905732,4.191190233755231e-05,0.00016148240776831313,0.03818934146672428,3.6507908346581233
3.668788078223699,0.0,0.0,0.06909706743461624,0.8775129172297333,0.015845162817525626,4.078346560463685e-05,0.0001590702316941901,0.03734499882082599,3.668788078223699
3.6868740425050373,0.0,0.0,0.0827644446959721,0.8651127468237922,0.015416317767515666,3.967773663105649e-05,0.0001566178994776679,0.03651019507661127,3.6868740425050373
3.7050491648671966,0.0,0.0,0.09648532696585599,0.8526335361454667,0.014998248960383221,3.8599867913548153e-05,0.000154150299466375,0.035690137760914224,3.7050491648671966
3.723313884831299,0.0,0.0,0.1101500326170033,0.8401799416391369,0.01459228486282118,3.755327251136207e-05,0.00015168646770117518,0.034888501140826055,3.723313884831299
3.7416686440851716,0.0,0.0,0.12367559297284447,0.8278315403189165,0.014199260623744908,3.654009344345293e-05,0.00014924098289289026,0.03410782500815785,3.7416686440851716
3.760113886494021,0.0,0.0,0.13699957815657346,0.8156485910147948,0.013819646872207703,3.5561535430939915e-05,0.00014682496780201977,0.033349797453191166,3.760113886494021
3.778650058111168,0.0,0.0,0.15007553589766742,0.8036762934831754,0.013453643597887059,3.4618106690705654e-05,0.00014444683479952674,0.03261546207977993,3.778650058111168
3.7972776071888377,0.0,0.0,0.1628695351737027,0.7919480188890812,0.013101250002619644,3.370979882873425e-05,0.0001421128550956001,0.03190537328067213,3.7972776071888377
3.8159969841889936,0.0,0.0,0.17535749986324542,0.7804878047426159,0.012762317190710103,3.283622252534322e-05,0.00013982760102621494,0.031219714379877046,3.8159969841889936
3.8348086417942366,0.0,0.0,0.18752312551851297,0.769312306737954,0.012436588271259562,3.199671079404152e-05,0.0001375942940151234,0.030558388467464302,3.8348086417942366
3.8537130349187483,0.0,0.0,0.1993562367896793,0.758432339956692,0.012123729047425175,3.119039799348943e-05,0.00013541508076920762,0.02992108872744076,3.8537130349187483
3.8727106207192934,0.0,0.0,0.21085148372194243,0.7478541040431914,0.011823351567659617,3.0416280453763835e-05,0.00013329125392824189,0.029307353132824666,3.8727106207192934
3.8918018586062755,0.0,0.0,0.22200730210293768,0.7375801619090344,0.011535032208943835,2.9673263019339583e-05,0.00013122342915645197,0.02871660708690823,3.8918018586062755
3.910987210254847,0.0,0.0,0.23282508161886611,0.7276102242641026,0.0112583255404423,2.8960194725010165e-05,0.00012921168774787198,0.02814819669411615,3.910987210254847
3.9302671396160673,0.0,0.0,0.24330849881050354,0.7179417799874961,0.010992774913942219,2.8275896042699595e-05,0.00012725569172010258,0.02760141470029544,3.9302671396160673
3.9496421129281365,0.0,0.0,0.2534629814958322,0.708570603368844,0.010737920506091219,2.7619179566819216e-05,0.00012535477683703005,0.027075520672828986,3.9496421129281365
3.9691125987276537,0.0,0.0,0.2632952785527451,0.6994911625418186,0.01049330537242941,2.6988865580659567e-05,0.0001235080278449495,0.026569756639581294,3.9691125987276537
3.988679067860959,0.0,0.0,0.2728131144452438,0.6906969483337861,0.010258479948473533,2.638379362493029e-05,0.00012171433932341174,0.026083359139548217,3.988679067860959
4.008341993495515,0.0,0.0,0.2820249121037129,0.6821807388279107,0.010033005337792092,2.5802830943987688e-05,0.0001199724648708368,0.02561556843476953,4.008341993495515
4.028101851131351,0.0,0.0,0.29093957106069745,0.6739348118753923,0.009816455653554648,2.524487849604986e-05,0.00011828105680881837,0.025165635475050827,4.028101851131351
4.04795911861256,0.0,0.0,0.29956629032759285,0.6659511153914343,0.00960841962302919,2.4708875066835163e-05,0.00011663869816904332,0.024732827084707722,4.04795911861256
4.067914276138855,0.0,0.0,0.3079144275419475,0.658221403367011,0.009408501620036518,2.4193799911517937e-05,0.00011504392838532893,0.024316429742708263,4.067914276138855
4.087967806277184,0.0,0.0,0.31599338754032713,0.6507373440118788,0.009216322255482579,2.369867426002768e-05,0.00011349526385498084,0.023915752254196364,4.087967806277184
4.1081201939733925,0.0,0.0,0.32381253481241207,0.6434906052340953,0.009031518628695124,2.3222561950157372e-05,0.00011199121430731654,0.02353012754853994,4.1081201939733925
4.128371926563961,0.0,0.0,0.3313811253350159,0.6364729216860814,0.008853744320636904,2.276456939717456e-05,0.00011053029575039131,0.0231589137931183,4.128371926563961
4.148723493787782,0.0,0.0,0.3387082541254211,0.6296761468222677,0.008682669192964261,2.2323845064581344e-05,0.00010911104062467426,0.022801494973657584,4.148723493787782
4.169175387798005,0.0,0.0,0.3458028155326848,0.6230922927781476,0.008517979043344219,2.189957856576019e-05,0.0001077320056781784,0.022457281061579525,4.169175387798005
4.189728103173938,0.0,0.0,0.3526734738363218,0.6167135603663049,0.008359375156700011,2.1490999498579224e-05,0.00010639177797923922,0.022125707863195686,4.189728103173938
4.210382136933015,0.0,0.0,0.3593286421671822,0.6105323610636056,0.008206573783475855,2.1097376092941134e-05,0.00010508897942337811,0.02180623663021996,4.210382136933015
4.231137988542801,0.0,0.0,0.36577646813109194,0.6045413325266837,0.00805930556927761,2.0718013733922203e-05,0.00010382227000410418,0.02149835348920878,4.231137988542801
4.251996159933079,0.0,0.0,0.37202482480992005,0.5987333488902976,0.00791731495478964,2.0352253409102378e-05,0.00010259035009225864,0.021201568741491397,4.251996159933079
4.272957155507993,0.0,0.0,0.37808130605825996,0.5931015268785076,0.007780359560616656,1.9999470117743185e-05,0.0001013919619092363,0.02091541607058882,4.272957155507993
4.294021482158233,0.0,0.0,0.38395322521123104,0.5876392285713735,0.0076482095682753595,1.9659071270658686e-05,0.00010022589035106514,0.020639451687498398,4.294021482158233
4.315189649273304,0.0,0.0,0.38964761648027757,0.5823400615163442,0.007520647105842351,1.9330495102628996e-05,9.909096329781505e-05,0.02037325343913544,4.315189649273304
4.336462168753838,0.0,0.0,0.3951712384477393,0.5771978767501527,0.00739746564464449,1.901320911375065e-05,9.798605150735718e-05,0.020116419896842354,4.336462168753838
4.357839555023975,0.0,0.0,0.4005305791783585,0.5722067651918501,0.007278469411650344,1.8706708551673955e-05,9.691006818806654e-05,0.019868569441401213,4.357839555023975
4.3793223250438045,0.0,0.0,0.40573186255663635,0.5673610527851988,0.007163472820910813,1.8410514943306716e-05,9.58619683152061e-05,0.019629339353995627,4.3793223250438045
4.400910998321866,0.0,0.0,0.4107810555310892,0.562655294697203,0.007052299926320407,1.8124174681795007e-05,9.484074775486693e-05,0.019398384922950856,4.400910998321866
4.422606096927707,0.0,0.0,0.4156838760075717,0.5580842688235514,0.006944783897163287,1.7847257672516445e-05,9.38454422403648e-05,0.019175378571800773,4.422606096927707
4.444408145504522,0.0,0.0,0.42044580118290575,0.5536429688038975,0.006840766517258767,1.7579356040152278e-05,9.287512624167982e-05,0.018960009013656087,4.444408145504522
4.46631767128182,0.0,0.0,0.42507207615095266,0.5493265967114157,0.006740097708030814,1.7320082897645075e-05,9.192891175915576e-05,0.01875198043494401,4.46631767128182
4.488335204088193,0.0,0.0,0.4295677226466484,0.5451305555489484,0.006642635075445861,1.706907117687291e-05,9.100594706748673e-05,0.01855101171071292,4.488335204088193
4.510461276364115,0.0,0.0,0.4339375478210164,0.541050441657884,0.006548243480480186,1.6825972520144147e-05,9.010541543039076e-05,0.01835683565266907,4.510461276364115
4.532696423174825,0.0,0.0,0.4381861529624565,0.5370820371238586,0.006456794632561418,1.659045623106126e-05,8.922653380476397e-05,0.018169198291087686,4.532696423174825
4.555041182223263,0.0,0.0,0.4423179420986807,0.5332213022464072,0.006368166705286034,1.6362208282936685e-05,8.836855154423275e-05,0.017987858189798853,4.555041182223263
4.577496093863078,0.0,0.0,0.446337130428067,0.5294643681241277,0.0062822439735961254,1.614093038264039e-05,8.753074911566201e-05,0.017812585794710813,4.577496093863078
4.600061701111688,0.0,0.0,0.4502477525420275,0.5258075293955511,0.00619891647153567,1.592633908759765e-05,8.671243683574774e-05,0.017643162814962466,4.600061701111688
4.622738549663416,0.0,0.0,0.4540536704099005,0.5222472371658984,0.006118079669661601,1.5718164973542044e-05,8.591295363432667e-05,0.01747938163593152,4.622738549663416
4.645527187902686,0.0,0.0,0.4577585811061549,0.5187800921420118,0.006039634171166193,1.5516151850580882e-05,8.513166584874204e-05,0.01732104476296772,4.645527187902686
4.6684281669172805,0.0,0.0,0.46136602426620243,0.5154028379910682,0.005963485425762025,1.5320056025118652e-05,8.4367966053416e-05,0.017167964294888968,4.6684281669172805
4.691442040511677,0.0,0.0,0.46487938926250444,0.5121123549334591,0.005889543460390938,1.5129645605210861e-05,8.36212719273892e-05,0.01701996142611274,4.691442040511677
4.7145693652204255,0.0,0.0,0.4683019220970268,0.5089056535760429,0.005817722625838899,1.4944699846974724e-05,8.289102516109623e-05,0.016876865976083243,4.7145693652204255
4.737810700321623,0.0,0.0,0.47163673200966133,0.5057798689886637,0.00574794135836587,1.4765008539753838e-05,8.217669040195951e-05,0.01673851594436747,4.737810700321623
4.7611666078504244,0.0,0.0,0.47488679780421555,0.5027322550233723,0.005680121955483024,1.4590371427794748e-05,8.147775424337832e-05,0.01660475709125801,4.7611666078504244
4.784637652612646,0.0,0.0,0.47805497389690654,0.4997601788748993,0.005614190365058557,1.442059766632006e-05,8.07937242517075e-05,0.016475442541217585,4.784637652612646
4.8082244021984115,0.0,0.0,0.48114399609259445,0.49686111587784887,0.005550075986954497,1.4255505309937683e-05,8.012412803581281e-05,0.016350432409256523,4.8082244021984115
4.831927426995889,0.0,0.0,0.48415648709630843,0.4940326445359202,0.005487711486447474,1.4094920831456742e-05,7.946851235507637e-05,0.016229593448137094,4.831927426995889
4.855747300205077,0.0,0.0,0.4870949617678387,0.49127244177677293,0.005427032618716814,1.3938678669259492e-05,7.882644226679363e-05,0.016112798715735604,4.855747300205077
4.879684597851672,0.0,0.0,0.48996183212809635,0.4885782784257226,0.005367978063724614,1.378662080148531e-05,7.819750031149937e-05,0.015999927261343302,4.879684597851672
4.903739898800992,0.0,0.0,0.49275941212628943,0.48594801489087436,0.005310489270849066,1.3638596345377672e-05,7.758128573529252e-05,0.015890863829906614,4.903739898800992
4.927913784771978,0.0,0.0,0.4954899221772737,0.4833795970520137,0.005254510312669253,1.3494461180240445e-05,7.697741374762354e-05,0.015785498583115648,4.927913784771978
4.9522068403512645,0.0,0.0,0.4981554934784867,0.4808710523453253,0.005199987747334275,1.3354077592539515e-05,7.63855148135122e-05,0.015683726836447667,4.9522068403512645
4.9766196530073055,0.0,0.0,0.500758172115867,0.47842048603591497,0.005146870488983281,1.321731394177278e-05,7.580523397909619e-05,0.015585448811313863,4.9766196530073055
5.0011528131046,0.0,0.0,0.5032999229682696,0.47602607767029387,0.005095109685717277,1.3084044345820234e-05,7.523623022807517e-05,0.015490569401145357,5.0011528131046
5.025806913917944,0.0,0.0,0.5057826334191542,0.47368607770053756,0.005044658604648729,1.2954148384550928e-05,7.467817587066709e-05,0.015398997951404298,5.025806913917944
5.050582551646805,0.0,0.0,0.5082081168852025,0.47139880427295816,0.004995472523594951,1.2827510820566535e-05,7.413075595903994e-05,0.015310648051464707,5.050582551646805
5.075480325429712,0.0,0.0,0.510578116169914,0.4691626401730525,0.004947508628995523,1.2704021335998563e-05,7.359366773281446e-05,0.015225437338969156,5.075480325429712
5.100500837358765,0.0,0.0,0.5128943066510346,0.46697602991969167,0.004900725919670791,1.2583574284370836e-05,7.306662009061465e-05,0.0151432873152279,5.100500837358765
5.125644692494185,0.0,0.0,0.5151582993099684,0.4648374770013781,0.0048550851160591825,1.2466068456592519e-05,7.254933308656667e-05,0.015064123171051335,5.125644692494185
5.150912498878949,0.0,0.0,0.5173716436109108,0.46274554124754913,0.004810548574593217,1.2351406860204198e-05,7.204153745136745e-05,0.014987873622635206,5.150912498878949
5.176304867553493,0.0,0.0,0.5195358302372205,0.46069883632824427,0.004767080206896791,1.2239496511057902e-05,7.154297413697173e-05,0.014914470756990332,5.176304867553493
5.201822412570491,0.0,0.0,0.5216522936924273,0.4586960273759237,0.004724645403508796,1.21302482366702e-05,7.105339388247839e-05,0.01484384988602125,5.201822412570491
5.227465751009699,0.0,0.0,0.5237224147725447,0.4567358287230957,0.00468321096185319,1.2023576490526333e-05,7.057255680180017e-05,0.014775949409214312,5.227465751009699
5.253235502992882,0.0,0.0,0.5257475229165547,0.4548170017501612,0.004642745018198609,1.1919399176672525e-05,7.010023199012863e-05,0.014710710683918727,5.253235502992882
5.279132291698813,0.0,0.0,0.5277288984409267,0.4529383528375216,0.004603216983360801,1.1817637483960096e-05,6.963619715096805e-05,0.01464807790355563,5.279132291698813
5.305156743378331,0.0,0.0,0.5296677746645881,0.4510987314170198,0.004564597481924916,1.1718215729366117e-05,6.91802382397843e-05,0.014587997982498001,5.305156743378331
5.331309487369504,0.0,0.0,0.5315653399297291,0.4492970281173758,0.004526858294772301,1.1621061209835192e-05,6.873214912533103e-05,0.014530420447787434,5.331309487369504
5.357591156112827,0.0,0.0,0.5334227395238041,0.44753217299878045,0.004489972304713044,1.1526104062129667e-05,6.82917312679389e-05,0.014475297337372071,5.357591156112827
5.384002385166535,0.0,0.0,0.5352410775081526,0.4458031338723068,0.004453913445040661,1.1433277130214575e-05,6.785879341194393e-05,0.014422583103957831,5.384002385166535
5.410543813221958,0.0,0.0,0.5370214184576522,0.4441089146994222,0.004418656650831334,1.1342515839719444e-05,6.74331512942878e-05,0.014372234524960361,5.410543813221958
5.437216082118975,0.0,0.0,0.5387647891164051,0.4424485540677936,0.00438417781282808,1.1253758079065054e-05,6.701462736597358e-05,0.014324210617528097,5.437216082118975
5.464019836861533,0.0,0.0,0.5404721799734555,0.4408211237391648,0.0043504537337543895,1.1166944086854416e-05,6.660305052792365e-05,0.014278472559010411,5.464019836861533
5.490955725633243,0.0,0.0,0.5421445467629677,0.43922572726584447,0.0043174620869172,1.1082016345166274e-05,6.619825587859658e-05,0.014234983612046923,5.490955725633243
5.518024399813055,0.0,0.0,0.5437828118926027,0.437661498672122,0.004285181376963926,1.0998919478402519e-05,6.580008447383523e-05,0.014193709054359205,5.518024399813055
5.545226513991015,0.0,0.0,0.5453878658036287,0.4361276011971598,0.004253590902667244,1.091760015736361e-05,6.540838309922871e-05,0.014154616113287624,5.545226513991015
5.572562725984088,0.0,0.0,0.5469605682666904,0.43462322609652526,0.004222670721623581,1.0838007008257922e-05,6.502300405179119e-05,0.014117673904100635,5.572562725984088
5.600033696852066,0.0,0.0,0.5485017496161053,0.4331475914990245,0.004192401616751962,1.0760090526352733e-05,6.464380493305334e-05,0.014082853372658832,5.600033696852066
5.627640090913563,0.0,0.0,0.5500122119259896,0.4316999413161227,0.00416276506449141,1.0683802994004266e-05,6.427064845198763e-05,0.014050127241950306,5.627640090913563
5.655382575762067,0.0,0.0,0.5514927301312295,0.43027954420132847,0.004133743204600848,1.0609098402819211e-05,6.390340223683004e-05,0.01401946996220153,5.655382575762067
5.683261822282098,0.0,0.0,0.5529440530958708,0.42888569255680176,0.004105318811468974,1.0535932379708932e-05,6.354193865670116e-05,0.01399085766482218,5.683261822282098
5.711278504665415,0.0,0.0,0.5543669046318007,0.4275177015849716,0.004077475266850986,1.0464262116622203e-05,6.318613465110498e-05,0.01396426811960888,5.711278504665415
5.739433300427336,0.0,0.0,0.5557619844700442,0.4261749083827345,0.004050196533950825,1.0394046303746635e-05,6.283587156794755e-05,0.013939680695398915,5.739433300427336
5.7677268904231145,0.0,0.0,0.5571299691871718,0.42485667107618524,0.004023467132775155,1.0325245065988592e-05,6.249103500878344e-05,0.013917076323793154,5.7677268904231145
