1.000000000000000021e-02 1.000237464904785156e-02
2.999999999999999889e-02 9.966303145047277212e-01
5.000000000000000278e-02 9.983601530548185110e-01
6.999999999999999278e-02 9.988601064542308450e-01
8.999999999999999667e-02 9.992900662473402917e-01
1.100000000000000006e-01 9.992600691039115191e-01
1.300000000000000044e-01 9.995300438604317605e-01
1.500000000000000222e-01 9.997200261277612299e-01
1.700000000000000122e-01 9.997500233585014939e-01
1.900000000000000022e-01 9.998300158622441813e-01
2.100000000000000200e-01 9.998400149343069643e-01
2.300000000000000100e-01 9.998608123860321939e-01
2.500000000000000000e-01 9.999240116158034652e-01
2.700000000000000178e-01 9.999215587449725717e-01
2.900000000000000355e-01 9.999439196799357887e-01
3.099999999999999978e-01 9.999344323223340325e-01
3.300000000000000155e-01 9.999367106720455922e-01
3.500000000000000333e-01 9.999578859351458959e-01
3.699999999999999956e-01 9.999648049888492096e-01
3.900000000000000133e-01 9.999340048525482416e-01
4.100000000000000311e-01 9.999633427760272752e-01
4.299999999999999933e-01 9.999738809019618202e-01
4.500000000000000111e-01 9.999715382418798981e-01
4.700000000000000289e-01 9.999766893270134460e-01
4.899999999999999911e-01 9.999782140675961273e-01
5.100000000000000089e-01 9.999616534696542658e-01
5.300000000000000266e-01 9.999805053248564946e-01
5.500000000000000444e-01 9.999812081405252684e-01
5.700000000000000622e-01 9.999831454169907374e-01
5.899999999999999689e-01 9.999827172850928036e-01
6.099999999999999867e-01 9.999852833816476050e-01
6.300000000000000044e-01 9.999839482043171301e-01
6.500000000000000222e-01 9.999721695694461232e-01
6.700000000000000400e-01 9.999880211471463554e-01
6.900000000000000577e-01 9.999886483847149066e-01
7.100000000000000755e-01 9.999891369689066778e-01
7.299999999999999822e-01 9.999897240504651563e-01
7.500000000000000000e-01 9.999902647923590848e-01
7.700000000000000178e-01 9.999906876491877483e-01
7.900000000000000355e-01 9.999912256789684761e-01
8.100000000000000533e-01 9.999916536289674696e-01
8.300000000000000711e-01 9.999920510172159993e-01
8.499999999999999778e-01 9.999879051556490595e-01
8.699999999999999956e-01 9.999927651556390629e-01
8.900000000000000133e-01 9.999930866633803817e-01
9.100000000000000311e-01 9.999933872072688246e-01
9.300000000000000488e-01 9.999936685699140071e-01
9.500000000000000666e-01 9.999939323502076149e-01
9.699999999999999734e-01 9.999937620782475278e-01
9.899999999999999911e-01 9.999944127603157540e-01
