1.000000000000000021e-02 9.722378849983215332e-01
2.999999999999999889e-02 1.203910727053880692e-02
5.000000000000000278e-02 5.059624556452035904e-03
6.999999999999999278e-02 2.369824098423123360e-03
8.999999999999999667e-02 1.609880593605339527e-03
1.100000000000000006e-01 1.099918386898934841e-03
1.300000000000000044e-01 8.099398692138493061e-04
1.500000000000000222e-01 6.299532833509147167e-04
1.700000000000000122e-01 4.199688264634460211e-04
1.900000000000000022e-01 3.699725493788719177e-04
2.100000000000000200e-01 3.099769819527864456e-04
2.300000000000000100e-01 2.999777498189359903e-04
2.500000000000000000e-01 2.699799661058932543e-04
2.700000000000000178e-01 2.299829357070848346e-04
2.900000000000000355e-01 2.099844132317230105e-04
3.099999999999999978e-01 1.699873828329145908e-04
3.300000000000000155e-01 2.499814436305314302e-04
3.500000000000000333e-01 1.521728845546022058e-04
3.699999999999999956e-01 1.047974219545722008e-04
3.900000000000000133e-01 1.152812546934001148e-04
4.100000000000000311e-01 7.379930320894345641e-05
4.299999999999999933e-01 6.577759631909430027e-05
4.500000000000000111e-01 7.924379315227270126e-05
4.700000000000000289e-01 6.464551552198827267e-05
4.899999999999999911e-01 8.188791980501264334e-05
5.100000000000000089e-01 6.025332550052553415e-05
5.300000000000000266e-01 4.555277337203733623e-05
5.500000000000000444e-01 7.014233415247872472e-05
5.700000000000000622e-01 4.426610030350275338e-05
5.899999999999999689e-01 3.788966569118201733e-05
6.099999999999999867e-01 5.280345794744789600e-05
6.300000000000000044e-01 4.540533700492233038e-05
6.500000000000000222e-01 4.432873902260325849e-05
6.700000000000000400e-01 5.681649417965672910e-05
6.900000000000000577e-01 3.655919135781005025e-05
7.100000000000000755e-01 5.536260869121178985e-05
7.299999999999999822e-01 2.678147029655519873e-05
7.500000000000000000e-01 3.401547292014583945e-05
7.700000000000000178e-01 2.803405732265673578e-05
7.900000000000000355e-01 2.726640741457231343e-05
8.100000000000000533e-01 2.403456164756789804e-05
8.300000000000000711e-01 2.289022631885018200e-05
8.499999999999999778e-01 3.091137477895244956e-05
8.699999999999999956e-01 2.470693107170518488e-05
8.900000000000000133e-01 1.990793680306524038e-05
9.100000000000000311e-01 1.904247983475215733e-05
9.300000000000000488e-01 1.823225466068834066e-05
9.500000000000000666e-01 1.747266287566162646e-05
9.699999999999999734e-01 1.770823291735723615e-05
9.899999999999999911e-01 1.608925231266766787e-05
